,Year,Week,Day,Date,Time,Winner/tie,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,HomeTeam,AwayTeam
6044,1994,9,Sun,October 30,8:00PM,Arizona Cardinals,Pittsburgh Steelers,20,17,335,1,317,3,Arizona Cardinals,Pittsburgh Steelers
6045,1994,9,Mon,October 31,9:00PM,Green Bay Packers,Chicago Bears,33,6,305,0,253,5,Chicago Bears,Green Bay Packers
6047,1994,10,Sun,November 6,1:00PM,Minnesota Vikings,New Orleans Saints,21,20,494,3,313,1,Minnesota Vikings,New Orleans Saints
6048,1994,10,Sun,November 6,1:00PM,Chicago Bears,Tampa Bay Buccaneers,20,6,383,1,188,1,Tampa Bay Buccaneers,Chicago Bears
6049,1994,10,Sun,November 6,1:00PM,Atlanta Falcons,San Diego Chargers,10,9,219,2,296,0,Atlanta Falcons,San Diego Chargers
6050,1994,10,Sun,November 6,1:00PM,Green Bay Packers,Detroit Lions,38,30,347,2,366,5,Green Bay Packers,Detroit Lions
6051,1994,10,Sun,November 6,1:00PM,San Francisco 49ers,Washington Redskins,37,22,421,2,282,3,Washington Redskins,San Francisco 49ers
6052,1994,10,Sun,November 6,1:00PM,Pittsburgh Steelers,Houston Oilers,12,9,266,0,244,1,Houston Oilers,Pittsburgh Steelers
6053,1994,10,Sun,November 6,1:00PM,Miami Dolphins,Indianapolis Colts,22,21,372,2,213,1,Miami Dolphins,Indianapolis Colts
6054,1994,10,Sun,November 6,4:00PM,Cleveland Browns,New England Patriots,13,6,308,2,277,4,Cleveland Browns,New England Patriots
6055,1994,10,Sun,November 6,4:00PM,Cincinnati Bengals,Seattle Seahawks,20,17,496,2,318,1,Seattle Seahawks,Cincinnati Bengals
6056,1994,10,Sun,November 6,4:00PM,Philadelphia Eagles,Arizona Cardinals,17,7,322,1,254,2,Philadelphia Eagles,Arizona Cardinals
6057,1994,10,Sun,November 6,4:00PM,Los Angeles Rams,Denver Broncos,27,21,385,2,284,0,Los Angeles Rams,Denver Broncos
6058,1994,10,Sun,November 6,4:00PM,New York Jets,Buffalo Bills,22,17,268,1,282,2,New York Jets,Buffalo Bills
6059,1994,10,Sun,November 6,8:00PM,Kansas City Chiefs,Los Angeles Raiders,13,3,252,0,248,3,Kansas City Chiefs,Los Angeles Raiders
6060,1994,10,Mon,November 7,9:00PM,Dallas Cowboys,New York Giants,38,10,450,2,188,3,Dallas Cowboys,New York Giants
6062,1994,11,Sun,November 13,1:00PM,New England Patriots,Minnesota Vikings,26,20,468,0,440,1,New England Patriots,Minnesota Vikings
6063,1994,11,Sun,November 13,1:00PM,Chicago Bears,Miami Dolphins,17,14,273,2,344,2,Miami Dolphins,Chicago Bears
6064,1994,11,Sun,November 13,1:00PM,Cleveland Browns,Philadelphia Eagles,26,7,298,1,288,2,Philadelphia Eagles,Cleveland Browns
6065,1994,11,Sun,November 13,1:00PM,Cincinnati Bengals,Houston Oilers,34,31,387,2,284,0,Cincinnati Bengals,Houston Oilers
6066,1994,11,Sun,November 13,1:00PM,Arizona Cardinals,New York Giants,10,9,239,1,231,1,New York Giants,Arizona Cardinals
6067,1994,11,Sun,November 13,1:00PM,San Diego Chargers,Kansas City Chiefs,14,13,235,4,249,2,Kansas City Chiefs,San Diego Chargers
6068,1994,11,Sun,November 13,1:00PM,New Orleans Saints,Atlanta Falcons,33,32,429,5,389,1,New Orleans Saints,Atlanta Falcons
6069,1994,11,Sun,November 13,4:00PM,Los Angeles Raiders,Los Angeles Rams,20,17,303,1,290,1,Los Angeles Rams,Los Angeles Raiders
6070,1994,11,Sun,November 13,4:00PM,Green Bay Packers,New York Jets,17,10,234,1,315,1,Green Bay Packers,New York Jets
6071,1994,11,Sun,November 13,4:00PM,San Francisco 49ers,Dallas Cowboys,21,14,308,0,408,3,San Francisco 49ers,Dallas Cowboys
6072,1994,11,Sun,November 13,4:00PM,Denver Broncos,Seattle Seahawks,17,10,297,2,289,1,Denver Broncos,Seattle Seahawks
6073,1994,11,Sun,November 13,8:00PM,Detroit Lions,Tampa Bay Buccaneers,14,9,342,0,343,0,Detroit Lions,Tampa Bay Buccaneers
6074,1994,11,Mon,November 14,9:00PM,Pittsburgh Steelers,Buffalo Bills,23,10,226,1,326,3,Pittsburgh Steelers,Buffalo Bills
6076,1994,12,Sun,November 20,1:00PM,Buffalo Bills,Green Bay Packers,29,20,455,1,266,1,Buffalo Bills,Green Bay Packers
6077,1994,12,Sun,November 20,1:00PM,New England Patriots,San Diego Chargers,23,17,318,2,241,3,New England Patriots,San Diego Chargers
6078,1994,12,Sun,November 20,1:00PM,Dallas Cowboys,Washington Redskins,31,7,241,1,313,5,Dallas Cowboys,Washington Redskins
6079,1994,12,Sun,November 20,1:00PM,Pittsburgh Steelers,Miami Dolphins,16,13,423,0,323,2,Pittsburgh Steelers,Miami Dolphins
6080,1994,12,Sun,November 20,1:00PM,Chicago Bears,Detroit Lions,20,10,338,1,180,0,Chicago Bears,Detroit Lions
6081,1994,12,Sun,November 20,1:00PM,Kansas City Chiefs,Cleveland Browns,20,13,287,1,239,4,Kansas City Chiefs,Cleveland Browns
6082,1994,12,Sun,November 20,1:00PM,Indianapolis Colts,Cincinnati Bengals,17,13,237,0,353,2,Cincinnati Bengals,Indianapolis Colts
6083,1994,12,Sun,November 20,4:00PM,Los Angeles Raiders,New Orleans Saints,24,19,428,4,246,1,Los Angeles Raiders,New Orleans Saints
6084,1994,12,Sun,November 20,4:00PM,New York Jets,Minnesota Vikings,31,21,282,1,461,4,Minnesota Vikings,New York Jets
6085,1994,12,Sun,November 20,4:00PM,Arizona Cardinals,Philadelphia Eagles,12,6,281,1,185,2,Arizona Cardinals,Philadelphia Eagles
6086,1994,12,Sun,November 20,4:00PM,Seattle Seahawks,Tampa Bay Buccaneers,22,21,294,3,332,2,Seattle Seahawks,Tampa Bay Buccaneers
6087,1994,12,Sun,November 20,4:00PM,Denver Broncos,Atlanta Falcons,32,28,425,2,330,0,Denver Broncos,Atlanta Falcons
6088,1994,12,Sun,November 20,8:00PM,San Francisco 49ers,Los Angeles Rams,31,27,459,1,358,0,San Francisco 49ers,Los Angeles Rams
6089,1994,12,Mon,November 21,9:00PM,New York Giants,Houston Oilers,13,10,287,0,278,0,Houston Oilers,New York Giants
6091,1994,13,Thu,November 24,12:30PM,Detroit Lions,Buffalo Bills,35,21,388,0,367,2,Detroit Lions,Buffalo Bills
6092,1994,13,Thu,November 24,4:00PM,Dallas Cowboys,Green Bay Packers,42,31,436,1,277,0,Dallas Cowboys,Green Bay Packers
6093,1994,13,Sun,November 27,1:00PM,Atlanta Falcons,Philadelphia Eagles,28,21,418,3,318,2,Atlanta Falcons,Philadelphia Eagles
6094,1994,13,Sun,November 27,1:00PM,Tampa Bay Buccaneers,Minnesota Vikings,20,17,326,1,331,2,Minnesota Vikings,Tampa Bay Buccaneers
6095,1994,13,Sun,November 27,1:00PM,Miami Dolphins,New York Jets,28,24,397,4,441,2,New York Jets,Miami Dolphins
6096,1994,13,Sun,November 27,1:00PM,Cleveland Browns,Houston Oilers,34,10,343,3,182,2,Cleveland Browns,Houston Oilers
6097,1994,13,Sun,November 27,4:00PM,Denver Broncos,Cincinnati Bengals,15,13,256,0,328,4,Denver Broncos,Cincinnati Bengals
6098,1994,13,Sun,November 27,4:00PM,Pittsburgh Steelers,Los Angeles Raiders,21,3,306,0,179,2,Los Angeles Raiders,Pittsburgh Steelers
6099,1994,13,Sun,November 27,4:00PM,New York Giants,Washington Redskins,21,19,291,1,313,1,Washington Redskins,New York Giants
6100,1994,13,Sun,November 27,4:00PM,San Diego Chargers,Los Angeles Rams,31,17,243,1,326,5,San Diego Chargers,Los Angeles Rams
6101,1994,13,Sun,November 27,4:00PM,Seattle Seahawks,Kansas City Chiefs,10,9,266,0,312,2,Seattle Seahawks,Kansas City Chiefs
6102,1994,13,Sun,November 27,4:00PM,Chicago Bears,Arizona Cardinals,19,16,318,2,244,1,Arizona Cardinals,Chicago Bears
6103,1994,13,Sun,November 27,8:00PM,New England Patriots,Indianapolis Colts,12,10,336,1,290,2,Indianapolis Colts,New England Patriots
6104,1994,13,Mon,November 28,9:00PM,San Francisco 49ers,New Orleans Saints,35,14,461,2,222,3,New Orleans Saints,San Francisco 49ers
6106,1994,14,Thu,December 1,8:00PM,Minnesota Vikings,Chicago Bears,33,27,385,2,312,3,Minnesota Vikings,Chicago Bears
6107,1994,14,Sun,December 4,1:00PM,Dallas Cowboys,Philadelphia Eagles,31,19,264,1,393,1,Philadelphia Eagles,Dallas Cowboys
6108,1994,14,Sun,December 4,1:00PM,Pittsburgh Steelers,Cincinnati Bengals,38,15,308,0,195,3,Cincinnati Bengals,Pittsburgh Steelers
6109,1994,14,Sun,December 4,1:00PM,Tampa Bay Buccaneers,Washington Redskins,26,21,464,2,268,3,Tampa Bay Buccaneers,Washington Redskins
6110,1994,14,Sun,December 4,1:00PM,New England Patriots,New York Jets,24,13,326,2,219,1,New England Patriots,New York Jets
6111,1994,14,Sun,December 4,4:00PM,Arizona Cardinals,Houston Oilers,30,12,332,1,198,6,Houston Oilers,Arizona Cardinals
6112,1994,14,Sun,December 4,4:00PM,New York Giants,Cleveland Browns,16,13,298,1,306,5,Cleveland Browns,New York Giants
6113,1994,14,Sun,December 4,4:00PM,Indianapolis Colts,Seattle Seahawks,31,19,288,4,238,5,Seattle Seahawks,Indianapolis Colts
6114,1994,14,Sun,December 4,4:00PM,San Francisco 49ers,Atlanta Falcons,50,14,476,1,248,5,San Francisco 49ers,Atlanta Falcons
6115,1994,14,Sun,December 4,4:00PM,New Orleans Saints,Los Angeles Rams,31,15,328,1,333,4,Los Angeles Rams,New Orleans Saints
6116,1994,14,Sun,December 4,4:00PM,Denver Broncos,Kansas City Chiefs,20,17,393,1,401,1,Kansas City Chiefs,Denver Broncos
6117,1994,14,Sun,December 4,4:00PM,Detroit Lions,Green Bay Packers,34,31,387,0,417,2,Detroit Lions,Green Bay Packers
6118,1994,14,Sun,December 4,8:00PM,Buffalo Bills,Miami Dolphins,42,31,398,2,460,4,Miami Dolphins,Buffalo Bills
6119,1994,14,Mon,December 5,9:00PM,Los Angeles Raiders,San Diego Chargers,24,17,410,1,261,1,San Diego Chargers,Los Angeles Raiders
6121,1994,15,Sat,December 10,12:30PM,Detroit Lions,New York Jets,18,7,326,1,261,1,New York Jets,Detroit Lions
6122,1994,15,Sat,December 10,4:00PM,Cleveland Browns,Dallas Cowboys,19,14,244,2,289,4,Dallas Cowboys,Cleveland Browns
6123,1994,15,Sun,December 11,1:00PM,Minnesota Vikings,Buffalo Bills,21,17,377,1,268,1,Buffalo Bills,Minnesota Vikings
6124,1994,15,Sun,December 11,1:00PM,Green Bay Packers,Chicago Bears,40,3,516,1,176,2,Green Bay Packers,Chicago Bears
6125,1994,15,Sun,December 11,1:00PM,New York Giants,Cincinnati Bengals,27,20,304,2,326,1,New York Giants,Cincinnati Bengals
6126,1994,15,Sun,December 11,1:00PM,New England Patriots,Indianapolis Colts,28,13,361,5,212,4,New England Patriots,Indianapolis Colts
6127,1994,15,Sun,December 11,1:00PM,Tampa Bay Buccaneers,Los Angeles Rams,24,14,355,0,261,2,Tampa Bay Buccaneers,Los Angeles Rams
6128,1994,15,Sun,December 11,1:00PM,Pittsburgh Steelers,Philadelphia Eagles,14,3,269,2,105,1,Pittsburgh Steelers,Philadelphia Eagles
6129,1994,15,Sun,December 11,4:00PM,Los Angeles Raiders,Denver Broncos,23,13,305,0,291,2,Los Angeles Raiders,Denver Broncos
6130,1994,15,Sun,December 11,4:00PM,Arizona Cardinals,Washington Redskins,17,15,278,1,406,2,Arizona Cardinals,Washington Redskins
6131,1994,15,Sun,December 11,4:00PM,Seattle Seahawks,Houston Oilers,16,14,330,1,208,2,Houston Oilers,Seattle Seahawks
6132,1994,15,Sun,December 11,4:00PM,San Francisco 49ers,San Diego Chargers,38,15,417,1,378,2,San Diego Chargers,San Francisco 49ers
6133,1994,15,Sun,December 11,8:00PM,New Orleans Saints,Atlanta Falcons,29,20,402,0,376,1,Atlanta Falcons,New Orleans Saints
6134,1994,15,Mon,December 12,9:00PM,Miami Dolphins,Kansas City Chiefs,45,28,385,0,398,3,Miami Dolphins,Kansas City Chiefs
6136,1994,16,Sat,December 17,12:30PM,Detroit Lions,Minnesota Vikings,41,19,284,1,337,1,Detroit Lions,Minnesota Vikings
6137,1994,16,Sat,December 17,4:00PM,San Francisco 49ers,Denver Broncos,42,19,488,1,334,3,San Francisco 49ers,Denver Broncos
6138,1994,16,Sun,December 18,1:00PM,Green Bay Packers,Atlanta Falcons,21,17,384,1,333,2,Green Bay Packers,Atlanta Falcons
6139,1994,16,Sun,December 18,1:00PM,San Diego Chargers,New York Jets,21,6,403,2,243,1,New York Jets,San Diego Chargers
6140,1994,16,Sun,December 18,1:00PM,New England Patriots,Buffalo Bills,41,17,377,0,326,5,Buffalo Bills,New England Patriots
6141,1994,16,Sun,December 18,1:00PM,Chicago Bears,Los Angeles Rams,27,13,298,0,243,1,Chicago Bears,Los Angeles Rams
6142,1994,16,Sun,December 18,1:00PM,Tampa Bay Buccaneers,Washington Redskins,17,14,375,2,267,0,Washington Redskins,Tampa Bay Buccaneers
6143,1994,16,Sun,December 18,4:00PM,Indianapolis Colts,Miami Dolphins,10,6,212,0,311,0,Indianapolis Colts,Miami Dolphins
6144,1994,16,Sun,December 18,4:00PM,Kansas City Chiefs,Houston Oilers,31,9,363,0,217,5,Kansas City Chiefs,Houston Oilers
6145,1994,16,Sun,December 18,4:00PM,Pittsburgh Steelers,Cleveland Browns,17,7,276,0,331,3,Pittsburgh Steelers,Cleveland Browns
6146,1994,16,Sun,December 18,4:00PM,New York Giants,Philadelphia Eagles,16,13,352,2,222,2,Philadelphia Eagles,New York Giants
6147,1994,16,Sun,December 18,4:00PM,Arizona Cardinals,Cincinnati Bengals,28,7,364,0,189,3,Arizona Cardinals,Cincinnati Bengals
6148,1994,16,Sun,December 18,8:00PM,Los Angeles Raiders,Seattle Seahawks,17,16,322,0,280,0,Seattle Seahawks,Los Angeles Raiders
6149,1994,16,Mon,December 19,9:00PM,Dallas Cowboys,New Orleans Saints,24,16,280,2,237,3,New Orleans Saints,Dallas Cowboys
6151,1994,17,Sat,December 24,1:00PM,Cleveland Browns,Seattle Seahawks,35,9,351,1,301,3,Cleveland Browns,Seattle Seahawks
6152,1994,17,Sat,December 24,1:00PM,New England Patriots,Chicago Bears,13,3,343,1,248,1,Chicago Bears,New England Patriots
6153,1994,17,Sat,December 24,1:00PM,Cincinnati Bengals,Philadelphia Eagles,33,30,385,4,378,3,Cincinnati Bengals,Philadelphia Eagles
6154,1994,17,Sat,December 24,1:00PM,Atlanta Falcons,Arizona Cardinals,10,6,307,1,385,2,Atlanta Falcons,Arizona Cardinals
6155,1994,17,Sat,December 24,1:00PM,Green Bay Packers,Tampa Bay Buccaneers,34,19,433,2,214,2,Tampa Bay Buccaneers,Green Bay Packers
6156,1994,17,Sat,December 24,1:00PM,New York Giants,Dallas Cowboys,15,10,249,0,183,1,New York Giants,Dallas Cowboys
6157,1994,17,Sat,December 24,1:00PM,Indianapolis Colts,Buffalo Bills,10,9,245,2,300,2,Indianapolis Colts,Buffalo Bills
6158,1994,17,Sat,December 24,4:00PM,Washington Redskins,Los Angeles Rams,24,21,288,1,370,1,Los Angeles Rams,Washington Redskins
6159,1994,17,Sat,December 24,4:00PM,Houston Oilers,New York Jets,24,10,381,3,216,3,Houston Oilers,New York Jets
6160,1994,17,Sat,December 24,4:00PM,Kansas City Chiefs,Los Angeles Raiders,19,9,422,1,274,1,Los Angeles Raiders,Kansas City Chiefs
6161,1994,17,Sat,December 24,4:00PM,New Orleans Saints,Denver Broncos,30,28,447,1,348,4,Denver Broncos,New Orleans Saints
6162,1994,17,Sat,December 24,4:00PM,San Diego Chargers,Pittsburgh Steelers,37,34,350,0,442,0,San Diego Chargers,Pittsburgh Steelers
6163,1994,17,Sun,December 25,8:00PM,Miami Dolphins,Detroit Lions,27,20,383,3,222,2,Miami Dolphins,Detroit Lions
6164,1994,17,Mon,December 26,9:00PM,Minnesota Vikings,San Francisco 49ers,21,14,252,2,295,4,Minnesota Vikings,San Francisco 49ers
6166,1994,WildCard,Sat,December 31,12:30PM,Green Bay Packers,Detroit Lions,16,12,336,0,171,0,Green Bay Packers,Detroit Lions
6167,1994,WildCard,Sat,December 31,4:00PM,Miami Dolphins,Kansas City Chiefs,27,17,381,0,414,2,Miami Dolphins,Kansas City Chiefs
6168,1994,WildCard,Sun,January 1,12:30PM,Cleveland Browns,New England Patriots,20,13,379,1,303,3,Cleveland Browns,New England Patriots
6169,1994,WildCard,Sun,January 1,4:00PM,Chicago Bears,Minnesota Vikings,35,18,308,2,389,4,Minnesota Vikings,Chicago Bears
6170,1994,Division,Sat,January 7,12:30PM,Pittsburgh Steelers,Cleveland Browns,29,9,424,1,186,2,Pittsburgh Steelers,Cleveland Browns
6171,1994,Division,Sat,January 7,4:00PM,San Francisco 49ers,Chicago Bears,44,15,330,1,247,2,San Francisco 49ers,Chicago Bears
6172,1994,Division,Sun,January 8,12:30PM,Dallas Cowboys,Green Bay Packers,35,9,450,2,327,1,Dallas Cowboys,Green Bay Packers
6173,1994,Division,Sun,January 8,4:00PM,San Diego Chargers,Miami Dolphins,22,21,466,3,282,0,San Diego Chargers,Miami Dolphins
6174,1994,ConfChamp,Sun,January 15,12:30PM,San Diego Chargers,Pittsburgh Steelers,17,13,226,1,415,1,Pittsburgh Steelers,San Diego Chargers
6175,1994,ConfChamp,Sun,January 15,4:00PM,San Francisco 49ers,Dallas Cowboys,38,28,294,1,451,5,San Francisco 49ers,Dallas Cowboys
6176,1994,SuperBowl,Sun,January 29,6:00PM,San Francisco 49ers,San Diego Chargers,49,26,455,0,354,3,San Francisco 49ers,San Diego Chargers
6177,1995,1,Sun,September 3,1:00PM,Atlanta Falcons,Carolina Panthers,23,20,391,3,312,1,Atlanta Falcons,Carolina Panthers
6178,1995,1,Sun,September 3,1:00PM,St. Louis Rams,Green Bay Packers,17,14,187,0,315,3,Green Bay Packers,St. Louis Rams
6179,1995,1,Sun,September 3,1:00PM,San Francisco 49ers,New Orleans Saints,24,22,436,3,278,2,New Orleans Saints,San Francisco 49ers
6180,1995,1,Sun,September 3,1:00PM,Cincinnati Bengals,Indianapolis Colts,24,21,336,1,390,3,Indianapolis Colts,Cincinnati Bengals
6181,1995,1,Sun,September 3,1:00PM,Pittsburgh Steelers,Detroit Lions,23,20,354,4,302,1,Pittsburgh Steelers,Detroit Lions
6182,1995,1,Sun,September 3,1:00PM,New England Patriots,Cleveland Browns,17,14,427,0,301,1,New England Patriots,Cleveland Browns
6183,1995,1,Sun,September 3,1:00PM,Tampa Bay Buccaneers,Philadelphia Eagles,21,6,285,1,273,2,Philadelphia Eagles,Tampa Bay Buccaneers
6184,1995,1,Sun,September 3,1:00PM,Houston Oilers,Jacksonville Jaguars,10,3,240,1,146,2,Jacksonville Jaguars,Houston Oilers
6185,1995,1,Sun,September 3,4:00PM,Miami Dolphins,New York Jets,52,14,362,4,259,6,Miami Dolphins,New York Jets
6186,1995,1,Sun,September 3,4:00PM,Oakland Raiders,San Diego Chargers,17,7,247,0,371,3,Oakland Raiders,San Diego Chargers
6187,1995,1,Sun,September 3,4:00PM,Chicago Bears,Minnesota Vikings,31,14,397,1,348,1,Chicago Bears,Minnesota Vikings
6188,1995,1,Sun,September 3,4:00PM,Washington Redskins,Arizona Cardinals,27,7,456,2,197,4,Washington Redskins,Arizona Cardinals
6189,1995,1,Sun,September 3,4:00PM,Kansas City Chiefs,Seattle Seahawks,34,10,419,0,342,2,Seattle Seahawks,Kansas City Chiefs
6190,1995,1,Sun,September 3,8:00PM,Denver Broncos,Buffalo Bills,22,7,439,1,234,0,Denver Broncos,Buffalo Bills
6191,1995,1,Mon,September 4,9:00PM,Dallas Cowboys,New York Giants,35,0,461,1,211,1,New York Giants,Dallas Cowboys
6193,1995,2,Sun,September 10,1:00PM,Minnesota Vikings,Detroit Lions,20,10,380,1,326,1,Minnesota Vikings,Detroit Lions
6194,1995,2,Sun,September 10,1:00PM,Cleveland Browns,Tampa Bay Buccaneers,22,6,323,1,311,4,Cleveland Browns,Tampa Bay Buccaneers
6195,1995,2,Sun,September 10,1:00PM,Buffalo Bills,Carolina Panthers,31,9,348,3,113,1,Buffalo Bills,Carolina Panthers
6196,1995,2,Sun,September 10,1:00PM,Kansas City Chiefs,New York Giants,20,17,333,2,238,2,Kansas City Chiefs,New York Giants
6197,1995,2,Sun,September 10,1:00PM,Miami Dolphins,New England Patriots,20,3,406,3,292,3,New England Patriots,Miami Dolphins
6198,1995,2,Sun,September 10,1:00PM,St. Louis Rams,New Orleans Saints,17,13,322,0,308,2,St. Louis Rams,New Orleans Saints
6199,1995,2,Sun,September 10,1:00PM,Oakland Raiders,Washington Redskins,20,8,358,1,358,3,Washington Redskins,Oakland Raiders
6200,1995,2,Sun,September 10,1:00PM,Pittsburgh Steelers,Houston Oilers,34,17,250,1,216,3,Houston Oilers,Pittsburgh Steelers
6201,1995,2,Sun,September 10,4:00PM,San Francisco 49ers,Atlanta Falcons,41,10,489,1,267,3,San Francisco 49ers,Atlanta Falcons
6202,1995,2,Sun,September 10,4:00PM,Indianapolis Colts,New York Jets,27,24,361,3,344,3,New York Jets,Indianapolis Colts
6203,1995,2,Sun,September 10,4:00PM,San Diego Chargers,Seattle Seahawks,14,10,397,2,209,2,San Diego Chargers,Seattle Seahawks
6204,1995,2,Sun,September 10,4:00PM,Cincinnati Bengals,Jacksonville Jaguars,24,17,346,2,259,2,Cincinnati Bengals,Jacksonville Jaguars
6205,1995,2,Sun,September 10,4:00PM,Dallas Cowboys,Denver Broncos,31,21,358,1,287,2,Dallas Cowboys,Denver Broncos
6206,1995,2,Sun,September 10,8:00PM,Philadelphia Eagles,Arizona Cardinals,31,19,338,1,274,2,Arizona Cardinals,Philadelphia Eagles
6207,1995,2,Mon,September 11,9:00PM,Green Bay Packers,Chicago Bears,27,24,431,1,243,2,Chicago Bears,Green Bay Packers
6209,1995,3,Sun,September 17,1:00PM,San Diego Chargers,Philadelphia Eagles,27,21,270,1,319,2,Philadelphia Eagles,San Diego Chargers
6210,1995,3,Sun,September 17,1:00PM,Arizona Cardinals,Detroit Lions,20,17,230,0,358,3,Detroit Lions,Arizona Cardinals
6211,1995,3,Sun,September 17,1:00PM,Cleveland Browns,Houston Oilers,14,7,270,0,327,4,Houston Oilers,Cleveland Browns
6212,1995,3,Sun,September 17,1:00PM,Green Bay Packers,New York Giants,14,6,198,0,303,1,Green Bay Packers,New York Giants
6213,1995,3,Sun,September 17,1:00PM,Buffalo Bills,Indianapolis Colts,20,14,261,1,296,1,Buffalo Bills,Indianapolis Colts
6214,1995,3,Sun,September 17,1:00PM,Kansas City Chiefs,Oakland Raiders,23,17,262,1,344,3,Kansas City Chiefs,Oakland Raiders
6215,1995,3,Sun,September 17,1:00PM,Atlanta Falcons,New Orleans Saints,27,24,461,1,410,1,New Orleans Saints,Atlanta Falcons
6216,1995,3,Sun,September 17,1:00PM,St. Louis Rams,Carolina Panthers,31,10,318,0,294,7,Carolina Panthers,St. Louis Rams
6217,1995,3,Sun,September 17,4:00PM,Denver Broncos,Washington Redskins,38,31,476,0,354,1,Denver Broncos,Washington Redskins
6218,1995,3,Sun,September 17,4:00PM,Seattle Seahawks,Cincinnati Bengals,24,21,406,1,401,1,Seattle Seahawks,Cincinnati Bengals
6219,1995,3,Sun,September 17,4:00PM,New York Jets,Jacksonville Jaguars,27,10,375,1,251,3,New York Jets,Jacksonville Jaguars
6220,1995,3,Sun,September 17,4:00PM,San Francisco 49ers,New England Patriots,28,3,363,1,302,4,San Francisco 49ers,New England Patriots
6221,1995,3,Sun,September 17,4:00PM,Chicago Bears,Tampa Bay Buccaneers,25,6,335,2,239,7,Tampa Bay Buccaneers,Chicago Bears
6222,1995,3,Sun,September 17,8:00PM,Dallas Cowboys,Minnesota Vikings,23,17,387,2,252,1,Minnesota Vikings,Dallas Cowboys
6223,1995,3,Mon,September 18,9:00PM,Miami Dolphins,Pittsburgh Steelers,23,10,256,0,366,5,Miami Dolphins,Pittsburgh Steelers
6225,1995,4,Sun,September 24,1:00PM,St. Louis Rams,Chicago Bears,34,28,339,0,364,2,St. Louis Rams,Chicago Bears
6226,1995,4,Sun,September 24,1:00PM,Tampa Bay Buccaneers,Washington Redskins,14,6,236,1,311,2,Tampa Bay Buccaneers,Washington Redskins
6227,1995,4,Sun,September 24,1:00PM,Minnesota Vikings,Pittsburgh Steelers,44,24,378,4,405,7,Pittsburgh Steelers,Minnesota Vikings
